domain;name;ticker;involvement.Alcoholic Beverages;involvement.Adult Entertainment;involvement.Gambling;involvement.Tobacco Products;involvement.Animal Testing;involvement.Fur and Specialty Leather;involvement.Controversial Weapons;involvement.Small Arms;involvement.Catholic Values;involvement.GMO;involvement.Military Contracting;involvement.Pesticides;involvement.Thermal Coal;involvement.Palm Oil;employees;industry;sector;altman_score;piotroski_score;Controversies.Environment;Controversies.Social;Controversies.Customers;Controversies.Human Rights & Community;Controversies.Labor Rights & Supply Chain;Controversies.Governance;Decarbonization Target.Target Year;Decarbonization Target.Comprehensiveness;Decarbonization Target.Ambition p.a.;Decarbonization Target.Decarbonization Target;Decarbonization Target.Decarbonization Target on Temperature Rise;Temperature Goal;sdg.No Poverty;sdg.No Hunger;sdg.Good Health and Well-Being;sdg.Quality Education;sdg.Gender Equality;sdg.Clean Water and Sanitation;sdg.Affordable and Clean Energy;sdg.Decent Work and Economic Growth;sdg.Industry, Innovation and Infrastructure;sdg.Reduced Inequalities;sdg.Sustainable Cities and Communities;sdg.Responsible Consumption and Production;sdg.Climate Action;sdg.Life under Water;sdg.Life on Land;sdg.Peace, Justice and Strong Institutions;sdg.Partnerships for the Goals;esg;involvement_msci.Controversial Weapons;involvement_msci.Gambling;involvement_msci.Tobacco Products;involvement_msci.Alcoholic Beverages;Controversies.Supply Chain Labor Standards;Controversies;Decarbonization Target;sdg;Controversies.Collective Bargaining & Union;Controversies.Health & Safety;Controversies.Discrimination & Workforce Diversity;Controversies.Labor Management Relations;involvement;involvement_msci;Controversies.Anticompetitive Practices;Controversies.Privacy & Data Security;Controversies.Bribery & Fraud;Controversies.Governance Structures;Controversies.Customer Relations;Controversies.Product Safety & Quality;Controversies.Human Rights Concerns;Controversies.Energy & Climate Change;Controversies.Toxic Emissions & Waste;Controversies.Impact on Local Communities;Controversies.Biodiversity & Land Use;Controversies.Other;Controversies.Marketing & Advertising;Controversies.Civil Liberties;Controversies.Operational Waste (Non-Hazardous);Controversies.Supply Chain Management;Controversies.Water Stress;Controversies.Child Labor;Controversies.Controversial Investments
spx.com;SPX;US500;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
construction.com;ENR;ENR;;;;;;;;;;;;;;;5080;;;1.32;7;Green;Orange;Green;Orange;Green;Green;2030;\n96.5%;0.03%;Yes;Yes;null;No;No;No;No;Aligned;No;No;Aligned;Aligned;No;No;No;Aligned;No;No;No;No;;No;No;No;No;;;;;;;;;null;;;;;;;;Orange;;;;;;;;;;;;
aecon.com;Aecon Group;ARE;;;;;;;;;;;;;;;568;;;null;6;Green;Green;Green;Green;Green;Green;2025;23.13%;-4.68%;Yes;Yes;3.3;No;No;No;No;Aligned;No;Aligned;No;No;No;Aligned;Strongly Aligned;No;No;No;No;No;30.5;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
northlandpower.ca;Northland Power;NPI;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;2040;100.0%;-5.56%;Yes;Yes;1.9;No;No;No;No;Aligned;No;Aligned;Aligned;Strongly Aligned;Aligned;No;Aligned;Aligned;No;No;No;No;;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
saga.co.uk;Saga Communications;SGA;;;;;;;;;;;;;;;589;;;3.08;5;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
sinopec.com;Sinopec;SPKOY;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
chinalife.com.cn;China Life Insurance;2628;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;23;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
thefuturescompany.com;Futures Group;ATTPc1;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
aeenewengland.org;aee;AEE;;;;;;;;;;;;;;;9372;;;0.85;5;Yellow;Yellow;Green;Yellow;Green;Green;2050;\n82.5%;-2.75%;Yes;Yes;3.5;No;No;No;No;Aligned;No;No;No;Aligned;No;No;No;No;No;No;No;No;26.3;No;No;No;No;;;;;;;;;null;;;;;;;;;;Yellow;Yellow;;;;;;;;;
cae.org.uk;CAE;CAE;;;;;;;;;;;;;;;13000;;;1.8;7;Green;Green;Green;Green;Green;Green;2027;\n0.84%;0.9%;Yes;Yes;2.7;No;No;No;No;Aligned;No;No;Aligned;No;Aligned;No;No;No;No;No;No;No;22.7;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
aeffe.com;Aeffe;AEF;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
vopak.com;Vopak;VOPA;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
aegistg.com;AEgis;AEG;;;;;;;;;;;;;;;15658;;;null;5;Green;Yellow;Green;Green;Yellow;Green;2030;\n4.11%;0.99%;Yes;Yes;1.6;No;No;No;No;Aligned;No;Aligned;Aligned;Aligned;Aligned;No;No;Aligned;No;No;Aligned;No;;No;No;No;No;;;;;;;;Yellow;null;;;;;;;;;;;;;;;;;;;;
rmb.com;RMB;RMBS;;;;;;;;;;;;;;;623;;;17.94;7;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;18.5;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
blackrock.com;BlackRock;BLK;;;;;;;;;;;;;;;19800;;;null;6;Green;Yellow;Green;Green;Yellow;Yellow;2040;t\n0.0%;1.09%;Yes;Yes;2.7;No;No;No;No;Aligned;No;Aligned;Aligned;No;No;No;No;Aligned;No;No;No;No;;No;No;No;No;;;;;;;;Yellow;null;;;;Yellow;;;;;;;;;;;;;;;;Yellow
bancatransilvania.ro;Banca Transilvania;RO261673398=RRPS;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
scottishwidows.co.uk;Scottish Widows;0P00006EHM;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
yesbank.in;YES Bank;YESB;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
wrl.com;WRL;WRLD;;;;;;;;;;;;;;;3121;;;null;5;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;24.7;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
liberbank.es;Liberbank;ES26867503=;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
idexcorp.com;IDEX;IDEX;;;;;;;;;;;;;;;565;;;-17.93;2;Green;Green;Green;Green;Green;Green;2035;\n4.25%;0.97%;Yes;Yes;1.3;No;No;No;No;Aligned;No;No;Aligned;No;No;No;No;Aligned;No;No;No;No;;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
aeisystems.com;Aei;AEI;;;;;;;;;;;;;;;60;;;-3.35;5;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
hainanair.us;Hainan Airlines;600221;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;;;;;;3.2;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;No;No;Yes;Yes;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
deutschepost.de;Deutsche Post;DHLn;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
marconi.com;Marconi;ADB;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
sdsc.edu;SDSC;SDSC;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
aeroflex.com;Aeroflex;AERO;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;;;;;;null;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;28.9;No;No;No;No;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
quicklogic.com;QuickLogic;QUIK;;;;;;;;;;;;;;;49;;;-4.49;4;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
biodex.com;Biodex;BDRX;;;;;;;;;;;;;;;21;;;-21.33;2;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
avinc.com;AeroVironment;AVAV;;;;;;;;;;;;;;;1279;;;18.2;6;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;31.7;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
nrgenergy.com;NRG Energy;NRG;;;;;;;;;;;;;;;18131;;;1.65;3;Green;Yellow;Green;Yellow;Green;Green;2050;81.44%;-2.7%;Yes;Yes;null;No;No;No;No;Aligned;No;Aligned;No;Aligned;Aligned;No;Aligned;Aligned;No;No;No;No;;No;No;No;No;;;;;;;;;null;;;;;;;;;;;Yellow;;;;;;;;;
aersale.com;AerSale;ASLE;;;;;;;;;;;;;;;707;;;3.55;1;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;27.7;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
nrtinc.com;NRT;NRT;;;;;;;;;;;;;;;2;;;155.59;7;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
cez.cz;CEZ;CEZ;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;2040;100.0%;-5.56%;Yes;Yes;null;No;No;No;No;Aligned;No;No;No;Aligned;Aligned;No;No;No;No;No;Aligned;No;28;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
itn.co.uk;ITN;ITNS;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
alphanaturalinc.com;Alpha Natural;0P0001PIJD;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
republicservices.com;Republic Services;RSG;;;;;;;;;;;;;;;41000;;;2.79;8;Green;Green;Green;Green;Green;Green;2030;77.05%;-3.23%;Yes;Yes;3.6;No;No;No;No;Aligned;No;Aligned;Aligned;Aligned;No;No;Aligned;Aligned;No;No;No;No;19.2;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
ismtravels.com;ISM;ISMD;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
aet-group.com;AET;AET;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
teekay.com;Teekay;TNK;;;;;;;;;;;;;;;;;;5.7;8;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;26.1;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
assurant.com;Assurant;AIZ;;;;;;;;;;;;;;;13600;;;null;7;Green;Green;Green;Green;Green;Green;2030;\n1.81%;0.94%;Yes;Yes;1.4;No;No;No;No;Aligned;No;Aligned;Aligned;No;No;No;No;Aligned;No;No;Aligned;No;23.9;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
innovation-health.com;Innovation Health;HTEC;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
gohealthinsurance.com;GoHealth;GOCO;;;;;;;;;;;;;;;2530;;;0.25;5;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;25.7;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
esis.com;ESIS;ESIS;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
teladoc.com;Teladoc;TDOC;;;;;;;;;;;;;;;5600;;;-3.57;6;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;23.8;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
centene.com;Centene;CNC;;;;;;;;;;;;;;;67000;;;2.8;8;Green;Green;Green;Green;Green;Yellow;;;;;;1.5;No;No;No;No;Aligned;No;No;Aligned;No;No;No;No;No;No;No;No;No;17.1;No;No;No;No;;;null;;;;;;null;;;;Yellow;;;;;;;;;;;;;;;;
horizon-health.org;Horizon Health;6606;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;26.2;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
healthcatalyst.com;Health Catalyst;HCAT;;;;;;;;;;;;;;;1300;;;-1.2;2;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;26.2;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
afar.com;Afar;AFAR;;;;;;;;;;;;;;;2;;;null;2;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
rccl.com;Royal Caribbean;RCL;;;;;;;;;;;;;;;98200;;;1.21;7;Green;Yellow;Yellow;Green;Green;Green;;;;;;2.8;No;No;No;No;Aligned;No;No;Aligned;No;No;No;No;No;No;No;No;No;25.7;No;Yes;Yes;Yes;;;null;;;;;;null;;;;;;;Yellow;;;;;;;;;;;;;
affiniagroup.com;Affinia;0P00016MBL;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
federalmogul.com;Federal-Mogul;FEDM;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
affle.com;Affle;AFFL;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
affymax.com;Affymax;AFFY;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
fresenius.com;Fresenius;FMS;;;;;;;;;;;;;;;119845;;;1.61;7;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
nektar.com;Nektar Therapeutics;NKTR;;;;;;;;;;;;;;;137;;;-12.59;3;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
aflglobal.com;AFL;AFL;;;;;;;;;;;;;;;12785;;;null;6;Green;Green;Green;Green;Green;Green;2050;100.0%;-3.57%;Yes;Yes;1.3;No;No;No;No;Aligned;No;Aligned;No;Aligned;No;No;No;Aligned;No;No;Aligned;No;18.3;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
tnb.com;Thomas & Betts;TSIL;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
bmamedia.com;BMA;BMA;;;;;;;;;;;;;;;7796;;;null;4;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
coloniallife.com;Colonial Life;0P00012I05;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
theagencyre.com;AGENCY;AGNC;;;;;;;;;;;;;;;53;;;null;2;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;9.4;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
agcocorp.com;AGCO;AGCO;;;;;;;;;;;;;;;27900;;;2.98;7;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;17.6;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
chep.com;CHEP;CHEP;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
cnh.com;CNH;CNHI;;;;;;;;;;;;;;;40220;;;null;5;Green;Green;Green;Green;Green;Green;2050;\n0.96%;1.11%;Yes;Yes;1.9;No;No;No;No;Aligned;No;Aligned;Aligned;Aligned;Aligned;No;No;Aligned;No;No;No;No;;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
kuehne-nagel.com;Kuehne Nagel;KNIN;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;2040;100.0%;-5.56%;Yes;Yes;1.4;No;No;No;No;Aligned;No;Aligned;Aligned;No;Aligned;No;No;Aligned;No;No;No;No;15;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
sunflowermfg.com;Sunflower;2737;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;34.1;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
ageas.com;Ageas;AGESY;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
hiscox.com;Hiscox;HSX;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;28;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
rpminc.com;RPM;RPM;;;;;;;;;;;;;;;17274;;;4.57;7;Green;Green;Green;Green;Green;Green;;;;;;3.4;No;No;No;No;Aligned;No;No;Aligned;Aligned;No;Aligned;Aligned;No;No;No;No;No;33.5;No;No;No;No;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
agfainternational.com;AGFA;AFGVY;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
tribune.com;Tribune;TBR;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
holcim.com;Holcim;HOLN;;;;;;;;;;;;;;;null;;;null;null;Yellow;Yellow;Yellow;Yellow;Green;Green;2050;100.0%;-3.49%;Yes;Yes;1.9;No;No;No;No;Aligned;Aligned;No;Aligned;Aligned;Aligned;No;Aligned;No;No;No;No;Aligned;24.2;No;No;No;No;;;;;;;;;null;;Yellow;;;;;;Yellow;;;;;;;;;;;;
omron.com;Omron;6645;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;2050;29.79%;0.64%;Yes;Yes;2.5;Aligned;No;No;No;Aligned;No;Aligned;Aligned;Aligned;Aligned;No;Aligned;Aligned;No;No;No;No;;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
sonimtech.com;Sonim;SONM;;;;;;;;;;;;;;;67;;;-3.89;3;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
eqt.com;EQT;EQT;;;;;;;;;;;;;;;881;;;1.51;5;Green;Green;Green;Green;Green;Green;2025;\n0.62%;0.8%;Yes;Yes;null;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
tecan.co.uk;Tecan Group;TECN;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;12.4;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
pvrvideos.com;PVR;PVR;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
evotec.com;Evotec AG;EVTG;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
emcore.com;Emcore;EMKR;;;;;;;;;;;;;;;350;;;-7.52;5;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
yokogawa.com;Yokogawa;6841;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;2040;52.86%;-0.24%;Yes;Yes;2.3;No;No;No;No;No;No;Aligned;Aligned;Aligned;Aligned;Aligned;Aligned;Aligned;No;No;No;No;11.8;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
latticesemi.com;Lattice Semiconductor;LSCC;;;;;;;;;;;;;;;1156;;;46.23;7;Green;Green;Green;Green;Green;Green;;;;;;3.4;No;No;No;No;Aligned;No;No;Aligned;No;No;No;No;No;No;No;No;No;18.7;No;No;No;No;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
astutesolutions.com;Astute;ASE;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;2035;85.63%;-0.18%;Yes;Yes;2.8;No;No;No;No;No;Aligned;Aligned;Aligned;Aligned;Aligned;No;Aligned;Aligned;No;No;Aligned;No;;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
asetquality.com;ASET;ASET;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
iff.com;International Flavors & Fragrances Inc;IFF;;;;;;;;;;;;;;;21500;;;0.94;4;Green;Yellow;Yellow;Green;Green;Yellow;2040;63.19%;-1.49%;Yes;Yes;2.4;No;No;No;No;Aligned;No;No;Aligned;No;Aligned;No;No;No;No;No;No;No;24.3;No;No;Yes;Yes;;;;;;;;;null;;Yellow;;Yellow;;;;;;;;;;;;;;;;
lazard.com;Lazard;LAZ;;;;;;;;;;;;;;;3291;;;null;3;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;23.9;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
aglresources.com;AGL;AGL;;;;;;;;;;;;;;;1117;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
atmosenergy.com;Atmos Energy;ATO;;;;;;;;;;;;;;;5019;;;;;Green;Green;Green;Green;Green;Green;;;;;;1.9;No;No;No;No;No;No;No;Aligned;No;No;No;No;No;No;No;No;No;;No;No;No;No;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
tatapower.com;Tata Power;TTPW;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
nisource.com;NiSource Inc;NI;;;;;;;;;;;;;;;7411;;;;;Green;Green;Green;Green;Green;Green;2040;51.96%;-2.36%;Yes;Yes;1.9;No;No;No;No;Aligned;No;No;Aligned;Aligned;Aligned;No;No;No;No;No;No;No;;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
linde.com;Linde;LIN;;;;;;;;;;;;;;;66323;;;;;Green;Yellow;Yellow;Green;Green;Green;2050;46.11%;-1.03%;Yes;Yes;null;No;No;No;No;Aligned;No;No;Aligned;No;Aligned;No;No;No;No;No;No;No;;No;No;No;No;;;;;;;;;null;;Yellow;;;;;;;;;;;;;;;;;;
babcockbrown.com;Babcock & Brown;BWXT;;;;;;;;;;;;;;;7800;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;35.9;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
astecindustries.com;Astec Industries;ASTE;;;;;;;;;;;;;;;4322;;;;;Green;Green;Green;Green;Green;Green;2030;100.0%;-10.7%;Yes;Yes;1.3;Aligned;No;Aligned;No;No;No;No;No;No;Aligned;No;No;Aligned;No;No;No;No;;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
agnico-eagle.com;Agnico-Eagle Mines;AEM;No;No;No;No;No;No;No;No;No;No;No;No;No;No;16105;;;;;Green;Green;Green;Green;Green;Green;2030;\n36.4%;-2.02%;Yes;Yes;1.3;No;No;No;No;Aligned;Aligned;No;Aligned;No;Aligned;No;Aligned;No;No;No;No;Aligned;21.2;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
insightglobal.net;Insight Global;0P0000CQ3H;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
trimet.org;TriMet;GRC;;;;;;;;;;;;;;;1450;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;32.6;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
agosto.com;Agosto;0P00014HD3;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
jaguarlandrovercareers.com;Jaguar Land Rover;IN188100597=RRPS;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
manulife.com.hk;Manulife Financial;MFC;No;No;No;No;No;No;No;No;No;No;No;No;No;No;40000;;;;;Green;Yellow;Yellow;Green;Yellow;Green;2050;\n0.24%;1.14%;Yes;Yes;null;No;No;No;No;Aligned;No;No;Aligned;No;Aligned;No;No;No;No;No;No;No;18.3;No;No;No;No;;;;;;;;Yellow;;;;;;;Yellow;;;;;;;;;;;;;;
